project,https://www.archdaily.com/1004421/museo-de-geologia-estudio-mmx?ad_medium=gallery
architects,Estudio MMX
city,Progreso
material,chukum plaster 
interior,https://images.adsttc.com/media/images/64ba/efaa/4b88/3f4b/ce48/c5e0/slideshow/museo-de-geologia-estudio-mmx_14.jpg?1689972694
floorplan,https://images.adsttc.com/media/images/64ba/f3ea/edf1/691b/7f80/122c/slideshow/screen-shot-2023-07-21-at-17-07-06-24.jpg?1689973748
facade,https://images.adsttc.com/media/images/64ba/efa3/4b88/3f4b/ce48/c5db/slideshow/museo-de-geologia-estudio-mmx_8.jpg?1689972673
birdview,https://images.adsttc.com/media/images/64ba/efad/4b88/3f4b/ce48/c5e2/slideshow/museo-de-geologia-estudio-mmx_19.jpg?1689972709
