project,https://www.archdaily.cn/cn/760517/musevibo-wu-guan-ten-arquitectos?ad_source=search&ad_medium=projects_tab,
architects,TEN Arquitectos,Enrique Norten
city,Ä«Î÷¸ç,
material,steel,
interior.jpg,https://www.archdaily.cn/cn/760517/musevibo-wu-guan-ten-arquitectos?ad_source=search&ad_medium=projects_tab,
exterior.jpg ,https://www.archdaily.cn/cn/760517/musevibo-wu-guan-ten-arquitectos?ad_source=search&ad_medium=projects_tab,
exterior2.jpg,https://www.archdaily.cn/cn/760517/musevibo-wu-guan-ten-arquitectos?ad_source=search&ad_medium=projects_tab,
detail.jpg,https://www.archdaily.cn/cn/760517/musevibo-wu-guan-ten-arquitectos?ad_source=search&ad_medium=projects_tab,
