project,https://www.archdaily.com/396393/the-international-cricket-hall-of-fame-turner?ad_medium=gallery
architects,Turner
city,Bowral
material,concrete
facade,https://images.adsttc.com/media/images/51d1/ffb4/b3fc/4bea/e100/0039/slideshow/Untitled-4.jpg?1372716969
facade2,https://images.adsttc.com/media/images/51d1/ffe2/b3fc/4bea/e100/003a/slideshow/Untitled-1.jpg?1372717014
interior,https://d32u4bcfuuhhgy.cloudfront.net/uploads/2019/02/Bradman2.png
interior2,https://images.squarespace-cdn.com/content/v1/5bf4b28efcf7fd808913da83/1556600979028-KAV2XHVKN2S8NSP3NQV6/FRD-Bradman-Cricket+Hall-6.jpg
