project,https://www.archdaily.com/924542/odunpazari-modern-art-museum-kengo-kuma-and-associates?ad_source=search&ad_medium=projects_tab
architects,Kengo Kuma & Associates
city,Eskisehir
material,timber
floorplan,https://images.adsttc.com/media/images/5d76/cd4f/284d/d17f/7400/005a/slideshow/3.1.Section_A.jpg?1568066886
facade,https://images.adsttc.com/media/images/5d76/cbc5/284d/d17f/7400/0053/slideshow/1)_OMM_by_Kengo_Kuma_and_Associates._%C2%A9NAARO.jpg?1568066478
interior,https://images.adsttc.com/media/images/5d76/cd74/284d/d17f/7400/005b/slideshow/6)_OMM_by_Kengo_Kuma_and_Associates._%C2%A9NAARO.jpg?1568066901
interior2,https://images.adsttc.com/media/images/5d76/cc76/284d/d17f/7400/0056/slideshow/3)_OMM_by_Kengo_Kuma_and_Associates._%C2%A9NAARO.jpg?1568066648
