project,https://www.archdaily.com/312978/louvre-lens-sanaa?ad_medium=gallery,
architects,SANAA," Kazuyo Sejima, Ryue Nishizawa, Celia Imrey, Tim Culbert"
city,Lens,
material,glass,
interior,https://images.adsttc.com/media/images/55e6/eb29/4d8d/5d0b/c000/1190/slideshow/louvre-lens-by-sanaa-6.jpg?1441196832,
floorplan,https://images.adsttc.com/media/images/55e6/ec04/4d8d/5d0b/c000/11a4/slideshow/2-806.jpg?1441197055,
facade,https://images.adsttc.com/media/images/55e6/eb43/4d8d/5d0b/c000/1192/slideshow/louvre-lens-by-sanaa-8.jpg?1441196858,
facade2,https://images.adsttc.com/media/images/55e6/eba5/4d8d/5d0b/c000/119a/slideshow/louvre-lens-by-sanaa-18.jpg?1441196955,
