project,https://mendozapartida.com/project/iztapalapa-children-museum/
architects,MX_SI + SPRB Arquitectos
city,Iztapalapa
material,"concrete, steel"
interior,https://mendozapartida.com/wp-content/uploads/2017/12/Mendoza-Partida_Architecture_Museo_Iztapalapa_Papalote_Foto_012.jpg
floorplan,https://images.adsttc.com/media/images/5660/681e/e58e/ce70/b600/03e4/slideshow/03_planta-baja-con-plaza_clara.jpg?1449158679
facade,https://mendozapartida.com/wp-content/uploads/2021/12/Mendoza-Partida_Architectural-studio_007-Museo-Papalote_Foto_001.jpg
interior2,https://mendozapartida.com/wp-content/uploads/2017/12/Mendoza-Partida_Architecture_Museo_Iztapalapa_Papalote_Foto_012.jpg
