project,https://www.archdaily.cn/cn/1011551/hang-zhou-bin-jiang-gong-gong-kong-jian-star-926gong-jiang-bo-wu-guan-tong-ji-yuan-zuo-she-ji-gong-zuo-shi?ad_name=article_cn_redirect=popup,,,
architects,同济原作设计工作室,章明,张姿,陈波
city,中国杭州,,,
material,concrete,,,
interior.jpg,https://www.archdaily.cn/cn/1011551/hang-zhou-bin-jiang-gong-gong-kong-jian-star-926gong-jiang-bo-wu-guan-tong-ji-yuan-zuo-she-ji-gong-zuo-shi?ad_name=article_cn_redirect=popup,,,
birdview.jpg,https://www.archdaily.cn/cn/1011551/hang-zhou-bin-jiang-gong-gong-kong-jian-star-927gong-jiang-bo-wu-guan-tong-ji-yuan-zuo-she-ji-gong-zuo-shi?ad_name=article_cn_redirect=popup,,,
interior2.jpg,https://www.archdaily.cn/cn/1011551/hang-zhou-bin-jiang-gong-gong-kong-jian-star-928gong-jiang-bo-wu-guan-tong-ji-yuan-zuo-she-ji-gong-zuo-shi?ad_name=article_cn_redirect=popup,,,
exterior.jpg,https://www.archdaily.cn/cn/1011551/hang-zhou-bin-jiang-gong-gong-kong-jian-star-929gong-jiang-bo-wu-guan-tong-ji-yuan-zuo-she-ji-gong-zuo-shi?ad_name=article_cn_redirect=popup,,,
