project,https://www.archdaily.com/1006179/kunshuis-house-and-gallery-strukt-architects?ad_medium=gallery
architects,Strukt Architects
city,Riebeeck Kasteel 
material,plaster
interior,https://images.adsttc.com/media/images/64ef/627e/5286/7b60/be24/9634/slideshow/kunshuis-house-and-gallery-strukt-architects_17.jpg?1693409951
facade,https://images.adsttc.com/media/images/64ef/6281/bbf5/6358/3c72/a3ab/slideshow/kunshuis-house-and-gallery-strukt-architects_1.jpg?1693409949
facade2,https://images.adsttc.com/media/images/64ef/6280/bbf5/6358/3c72/a3a8/slideshow/kunshuis-house-and-gallery-strukt-architects_3.jpg?1693409961
floorplan,https://images.adsttc.com/media/images/64ef/6287/bbf5/6358/3c72/a3b4/slideshow/site-plan-10.jpg?1693410025
