project,https://www.archdaily.com/1012594/shanghai-iag-art-museum-be-design?ad_source=search&ad_medium=projects_tab,
architects,Tingwei Xu,Chenge Wang
city,…œ∫£,
material,concrete,
floorplan.jpg,https://www.archdaily.com/1012594/shanghai-iag-art-museum-be-design?ad_source=search&ad_medium=projects_tab,
interior.jpg,https://www.archdaily.com/1012595/shanghai-iag-art-museum-be-design?ad_source=search&ad_medium=projects_tab,
exterior2.jpg,https://www.archdaily.com/1012596/shanghai-iag-art-museum-be-design?ad_source=search&ad_medium=projects_tab,
exterior.jpg,https://www.archdaily.com/1012597/shanghai-iag-art-museum-be-design?ad_source=search&ad_medium=projects_tab,
